PC1,PC2
3.41514,1.44086
2.8382,-0.168911
2.68619,-1.28355
2.83138,-1.31052
2.83706,-1.2147
2.50002,-1.17545
2.21458,-1.09039
2.05159,-1.02458
1.9417,-1.00945
1.78009,-0.863452
1.76885,-0.37574
1.86865,2.28687
2.06351,2.76666
1.54204,1.1057
0.800486,-0.116003
0.603442,-0.674538
0.371486,-0.601189
0.360678,-0.613069
0.123476,-0.554056
-0.0467567,-0.494259
-0.1201,-0.459986
-0.289897,-0.440603
-0.15465,-0.487446
-0.335191,-0.42418
-0.436269,-0.388848
-0.472504,-0.37571
-0.5058,-0.372196
-0.312704,-0.439575
